Chromosome	Proportion	CN	Segment_location	Segment_length	Subgroup	Stage
chr21	0.149253731343284	>2	21950000.5	199999	ER+ High	DCIS
chr6	0.0895522388059701	>2	21725000.5	749999	ER+ High	DCIS
chr16	0.402985074626866	>2	21800000.5	599999	ER+ High	DCIS
chr22	0.0746268656716418	>2	21850000.5	499999	ER+ High	DCIS
chr12	0.119402985074627	>2	21900000.5	399999	ER+ High	DCIS
chr11	0.104477611940299	>2	21625000.5	1049999	ER+ High	DCIS
chr17	0.119402985074627	>2	21775000.5	749999	ER+ High	DCIS
chr14	0.0447761194029851	>2	21975000.5	349999	ER+ High	DCIS
chr6	0.0895522388059701	>2	22125000.5	49999	ER+ High	DCIS
chr17	0.149253731343284	>2	22175000.5	49999	ER+ High	DCIS
chr1	0.104477611940299	>2	21875000.5	749999	ER+ High	DCIS
chr21	0.149253731343284	>2	22150000.5	199999	ER+ High	DCIS
chr5	0.238805970149254	>2	22150000.5	199999	ER+ High	DCIS
chr7	0.134328358208955	>2	21700000.5	1199999	ER+ High	DCIS
chr1	0.0895522388059701	>2	22275000.5	49999	ER+ High	DCIS
chr21	0.149253731343284	>2	22275000.5	49999	ER+ High	DCIS
chr18	0.0597014925373134	>2	21650000.5	1399999	ER+ High	DCIS
chr22	0.0746268656716418	>2	22225000.5	249999	ER+ High	DCIS
chr11	0.0895522388059701	>2	22250000.5	199999	ER+ High	DCIS
chr16	0.388059701492537	>2	22275000.5	349999	ER+ High	DCIS
chr22	0.0597014925373134	>2	22400000.5	99999	ER+ High	DCIS
chr9	0.0447761194029851	>2	21800000.5	1399999	ER+ High	DCIS
chr19	0.0746268656716418	>2	21700000.5	1799999	ER+ High	DCIS
chr14	0.0447761194029851	>2	22375000.5	449999	ER+ High	DCIS
chr6	0.0895522388059701	>2	22375000.5	449999	ER+ High	DCIS
chr16	0.388059701492537	>2	22575000.5	249999	ER+ High	DCIS
chr17	0.134328358208955	>2	22475000.5	549999	ER+ High	DCIS
chr15	0.0298507462686567	>2	21700000.5	2199999	ER+ High	DCIS
chr18	0.0597014925373134	>2	22575000.5	449999	ER+ High	DCIS
chr2	0.104477611940299	>2	21775000.5	2149999	ER+ High	DCIS
chr4	0.0895522388059701	>2	21925000.5	1849999	ER+ High	DCIS
chr13	0.0447761194029851	>2	22275000.5	1149999	ER+ High	DCIS
chr12	0.119402985074627	>2	22475000.5	749999	ER+ High	DCIS
chr11	0.0597014925373134	>2	22600000.5	499999	ER+ High	DCIS
chr14	0.0447761194029851	>2	22725000.5	249999	ER+ High	DCIS
chr5	0.223880597014925	>2	22575000.5	649999	ER+ High	DCIS
chr16	0.402985074626866	>2	22800000.5	199999	ER+ High	DCIS
chr22	0.0597014925373134	>2	22700000.5	499999	ER+ High	DCIS
chr8	0.119402985074627	>2	22500000.5	999999	ER+ High	DCIS
chr19	0.0746268656716418	>2	22800000.5	399999	ER+ High	DCIS
chr14	0.0447761194029851	>2	22925000.5	149999	ER+ High	DCIS
chr15	0.0298507462686567	>2	22925000.5	249999	ER+ High	DCIS
chr12	0.134328358208955	>2	23000000.5	299999	ER+ High	DCIS
chr5	0.208955223880597	>2	23050000.5	299999	ER+ High	DCIS
chr19	0.0746268656716418	>2	23100000.5	199999	ER+ High	DCIS
chr22	0.0597014925373134	>2	23100000.5	299999	ER+ High	DCIS
chr20	0.194029850746269	>2	22100000.5	2499999	ER+ High	DCIS
chr21	0.134328358208955	>2	22850000.5	1099999	ER+ High	DCIS
chr13	0.0447761194029851	>2	23125000.5	549999	ER+ High	DCIS
chr20	0.194029850746269	>2	23375000.5	49999	ER+ High	DCIS
chr2	0.104477611940299	>2	23150000.5	599999	ER+ High	DCIS
chr14	0.0447761194029851	>2	23225000.5	449999	ER+ High	DCIS
chr10	0.17910447761194	>2	22175000.5	2749999	ER+ High	DCIS
chr20	0.194029850746269	>2	23475000.5	149999	ER+ High	DCIS
chr21	0.134328358208955	>2	23475000.5	149999	ER+ High	DCIS
chr11	0.0746268656716418	>2	23225000.5	749999	ER+ High	DCIS
chr21	0.149253731343284	>2	23575000.5	49999	ER+ High	DCIS
chr13	0.0447761194029851	>2	23525000.5	249999	ER+ High	DCIS
chr16	0.417910447761194	>2	23300000.5	799999	ER+ High	DCIS
chr2	0.104477611940299	>2	23575000.5	249999	ER+ High	DCIS
chr13	0.0597014925373134	>2	23675000.5	49999	ER+ High	DCIS
chr14	0.0447761194029851	>2	23600000.5	299999	ER+ High	DCIS
chr20	0.194029850746269	>2	23675000.5	249999	ER+ High	DCIS
chr21	0.149253731343284	>2	23700000.5	199999	ER+ High	DCIS
chr7	0.134328358208955	>2	23075000.5	1549999	ER+ High	DCIS
chr7	0.134328358208955	>2	23875000.5	49999	ER+ High	DCIS
chr22	0.0447761194029851	>2	23600000.5	699999	ER+ High	DCIS
chr10	0.164179104477612	>2	23750000.5	399999	ER+ High	DCIS
chr20	0.194029850746269	>2	23900000.5	199999	ER+ High	DCIS
chr5	0.208955223880597	>2	23625000.5	849999	ER+ High	DCIS
chr20	0.194029850746269	>2	24025000.5	49999	ER+ High	DCIS
chr19	0.0746268656716418	>2	23650000.5	899999	ER+ High	DCIS
chr19	0.0746268656716418	>2	24125000.5	49999	ER+ High	DCIS
chr14	0.0447761194029851	>2	23975000.5	449999	ER+ High	DCIS
chr13	0.0597014925373134	>2	23975000.5	549999	ER+ High	DCIS
chr18	0.0597014925373134	>2	23550000.5	1499999	ER+ High	DCIS
chr13	0.0597014925373134	>2	24275000.5	49999	ER+ High	DCIS
chr6	0.0895522388059701	>2	23475000.5	1749999	ER+ High	DCIS
chr8	0.119402985074627	>2	23750000.5	1499999	ER+ High	DCIS
chr1	0.0746268656716418	>2	23450000.5	2299999	ER+ High	DCIS
chr14	0.0447761194029851	>2	24400000.5	399999	ER+ High	DCIS
chr10	0.164179104477612	>2	24300000.5	699999	ER+ High	DCIS
chr5	0.223880597014925	>2	24350000.5	599999	ER+ High	DCIS
chr13	0.0597014925373134	>2	24475000.5	349999	ER+ High	DCIS
chr5	0.223880597014925	>2	24675000.5	49999	ER+ High	DCIS
chr14	0.0447761194029851	>2	24725000.5	249999	ER+ High	DCIS
chr11	0.0746268656716418	>2	24250000.5	1299999	ER+ High	DCIS
chr16	0.432835820895522	>2	24325000.5	1249999	ER+ High	DCIS
chr11	0.0746268656716418	>2	24925000.5	49999	ER+ High	DCIS
chr6	0.104477611940299	>2	24675000.5	649999	ER+ High	DCIS
chr8	0.119402985074627	>2	24750000.5	499999	ER+ High	DCIS
chr11	0.0597014925373134	>2	24975000.5	49999	ER+ High	DCIS
chr16	0.447761194029851	>2	25000000.5	99999	ER+ High	DCIS
chr6	0.119402985074627	>2	25025000.5	49999	ER+ High	DCIS
chr8	0.134328358208955	>2	25025000.5	49999	ER+ High	DCIS
chr12	0.134328358208955	>2	24125000.5	1949999	ER+ High	DCIS
chr21	0.149253731343284	>2	24450000.5	1299999	ER+ High	DCIS
chr12	0.134328358208955	>2	25125000.5	49999	ER+ High	DCIS
chr12	0.134328358208955	>2	25200000.5	99999	ER+ High	DCIS
chr15	0.0298507462686567	>2	24175000.5	2249999	ER+ High	DCIS
chr8	0.134328358208955	>2	25175000.5	249999	ER+ High	DCIS
chr20	0.194029850746269	>2	24700000.5	1299999	ER+ High	DCIS
chr14	0.0447761194029851	>2	25100000.5	499999	ER+ High	DCIS
chr21	0.149253731343284	>2	25225000.5	249999	ER+ High	DCIS
chr8	0.134328358208955	>2	25325000.5	49999	ER+ High	DCIS
chr16	0.447761194029851	>2	25225000.5	349999	ER+ High	DCIS
chr14	0.0447761194029851	>2	25375000.5	49999	ER+ High	DCIS
chr21	0.149253731343284	>2	25375000.5	49999	ER+ High	DCIS
chr2	0.104477611940299	>2	24575000.5	1749999	ER+ High	DCIS
chr10	0.164179104477612	>2	25050000.5	799999	ER+ High	DCIS
chr21	0.134328358208955	>2	25450000.5	99999	ER+ High	DCIS
chr10	0.164179104477612	>2	25500000.5	99999	ER+ High	DCIS
chr15	0.0298507462686567	>2	25450000.5	299999	ER+ High	DCIS
chr8	0.119402985074627	>2	25475000.5	249999	ER+ High	DCIS
chr4	0.0895522388059701	>2	24250000.5	2799999	ER+ High	DCIS
chr18	0.0597014925373134	>2	24975000.5	1349999	ER+ High	DCIS
chr13	0.0597014925373134	>2	25150000.5	999999	ER+ High	DCIS
chr14	0.0597014925373134	>2	25525000.5	249999	ER+ High	DCIS
chr16	0.447761194029851	>2	25525000.5	249999	ER+ High	DCIS
chr11	0.0597014925373134	>2	25350000.5	699999	ER+ High	DCIS
chr20	0.194029850746269	>2	25525000.5	349999	ER+ High	DCIS
chr21	0.134328358208955	>2	25600000.5	199999	ER+ High	DCIS
chr10	0.164179104477612	>2	25625000.5	149999	ER+ High	DCIS
chr8	0.119402985074627	>2	25650000.5	99999	ER+ High	DCIS
chr7	0.164179104477612	>2	24850000.5	1899999	ER+ High	DCIS
chr22	0.0298507462686567	>2	24875000.5	1849999	ER+ High	DCIS
chr10	0.17910447761194	>2	25750000.5	99999	ER+ High	DCIS
chr9	0.0447761194029851	>2	24200000.5	3399999	ER+ High	DCIS
chr6	0.104477611940299	>2	25500000.5	899999	ER+ High	DCIS
chr20	0.164179104477612	>2	25825000.5	249999	ER+ High	DCIS
chr21	0.134328358208955	>2	25825000.5	249999	ER+ High	DCIS
chr1	0.0895522388059701	>2	25300000.5	1399999	ER+ High	DCIS
chr6	0.104477611940299	>2	25975000.5	49999	ER+ High	DCIS
chr8	0.119402985074627	>2	25900000.5	399999	ER+ High	DCIS
chr14	0.0597014925373134	>2	25925000.5	549999	ER+ High	DCIS
chr16	0.447761194029851	>2	25950000.5	599999	ER+ High	DCIS
chr20	0.208955223880597	>2	26100000.5	299999	ER+ High	DCIS
chr13	0.0597014925373134	>2	25975000.5	649999	ER+ High	DCIS
chr1	0.0895522388059701	>2	26150000.5	299999	ER+ High	DCIS
chr6	0.104477611940299	>2	26150000.5	299999	ER+ High	DCIS
chr20	0.253731343283582	>2	26300000.5	99999	ER+ High	DCIS
chr22	0.0298507462686567	>2	26100000.5	599999	ER+ High	DCIS
chr6	0.104477611940299	>2	26350000.5	99999	ER+ High	DCIS
chr5	0.223880597014925	>2	25600000.5	1799999	ER+ High	DCIS
chr11	0.0597014925373134	>2	26100000.5	799999	ER+ High	DCIS
chr18	0.0597014925373134	>2	26100000.5	899999	ER+ High	DCIS
chr6	0.104477611940299	>2	26475000.5	149999	ER+ High	DCIS
chr10	0.17910447761194	>2	26200000.5	799999	ER+ High	DCIS
chr6	0.104477611940299	>2	26575000.5	49999	ER+ High	DCIS
chr14	0.0597014925373134	>2	26450000.5	499999	ER+ High	DCIS
chr10	0.134328358208955	>2	26650000.5	99999	ER+ High	DCIS
chr15	0.0298507462686567	>2	26175000.5	1149999	ER+ High	DCIS
chr17	0.134328358208955	>2	24775000.5	4049999	ER+ High	DCIS
chr9	0.0447761194029851	>2	26375000.5	949999	ER+ High	DCIS
chr14	0.0597014925373134	>2	26775000.5	149999	ER+ High	DCIS
chr15	0.0298507462686567	>2	26800000.5	99999	ER+ High	DCIS
chr17	0.343283582089552	>2	26825000.5	49999	ER+ High	DCIS
chr1	0.0895522388059701	>2	26600000.5	599999	ER+ High	DCIS
chr13	0.0447761194029851	>2	26600000.5	599999	ER+ High	DCIS
chr14	0.0597014925373134	>2	26875000.5	49999	ER+ High	DCIS
chr15	0.0298507462686567	>2	26875000.5	49999	ER+ High	DCIS
chr22	0.0149253731343284	>2	26675000.5	549999	ER+ High	DCIS
chr15	0.0298507462686567	>2	26925000.5	49999	ER+ High	DCIS
chr10	0.164179104477612	>2	26850000.5	299999	ER+ High	DCIS
chr13	0.0447761194029851	>2	26950000.5	99999	ER+ High	DCIS
chr14	0.0597014925373134	>2	26950000.5	99999	ER+ High	DCIS
chr15	0.0298507462686567	>2	26975000.5	49999	ER+ High	DCIS
chr17	0.328358208955224	>2	26950000.5	199999	ER+ High	DCIS
chr21	0.134328358208955	>2	26525000.5	1149999	ER+ High	DCIS
chr16	0.447761194029851	>2	26675000.5	849999	ER+ High	DCIS
chr11	0.0597014925373134	>2	26800000.5	599999	ER+ High	DCIS
chr16	0.432835820895522	>2	27125000.5	49999	ER+ High	DCIS
chr6	0.104477611940299	>2	26900000.5	599999	ER+ High	DCIS
chr11	0.0597014925373134	>2	27150000.5	99999	ER+ High	DCIS
chr16	0.402985074626866	>2	27175000.5	49999	ER+ High	DCIS
chr17	0.343283582089552	>2	27150000.5	199999	ER+ High	DCIS
chr10	0.164179104477612	>2	27175000.5	349999	ER+ High	DCIS
chr19	0.0746268656716418	>2	25775000.5	3249999	ER+ High	DCIS
chr13	0.0597014925373134	>2	27200000.5	399999	ER+ High	DCIS
chr17	0.358208955223881	>2	27350000.5	199999	ER+ High	DCIS
chr13	0.0597014925373134	>2	27425000.5	49999	ER+ High	DCIS
chr19	0.164179104477612	>2	27425000.5	49999	ER+ High	DCIS
chr11	0.0746268656716418	>2	27350000.5	299999	ER+ High	DCIS
chr19	0.149253731343284	>2	27475000.5	49999	ER+ High	DCIS
chr8	0.119402985074627	>2	26825000.5	1449999	ER+ High	DCIS
chr11	0.0895522388059701	>2	27525000.5	49999	ER+ High	DCIS
chr2	0.104477611940299	>2	26525000.5	2149999	ER+ High	DCIS
chr17	0.373134328358209	>2	27525000.5	149999	ER+ High	DCIS
chr1	0.0895522388059701	>2	27275000.5	749999	ER+ High	DCIS
chr19	0.164179104477612	>2	27575000.5	149999	ER+ High	DCIS
chr21	0.134328358208955	>2	27425000.5	649999	ER+ High	DCIS
chr17	0.388059701492537	>2	27675000.5	149999	ER+ High	DCIS
chr17	0.402985074626866	>2	27775000.5	49999	ER+ High	DCIS
chr4	0.0895522388059701	>2	26750000.5	2199999	ER+ High	DCIS
chr11	0.0895522388059701	>2	27700000.5	299999	ER+ High	DCIS
chr19	0.164179104477612	>2	27750000.5	199999	ER+ High	DCIS
chr11	0.0746268656716418	>2	27875000.5	49999	ER+ High	DCIS
chr19	0.164179104477612	>2	27875000.5	49999	ER+ High	DCIS
chr14	0.0597014925373134	>2	27475000.5	949999	ER+ High	DCIS
chr11	0.0895522388059701	>2	27925000.5	49999	ER+ High	DCIS
chr12	0.134328358208955	>2	26625000.5	2749999	ER+ High	DCIS
chr1	0.104477611940299	>2	27825000.5	349999	ER+ High	DCIS
chr9	0.0597014925373134	>2	27450000.5	1199999	ER+ High	DCIS
chr21	0.134328358208955	>2	27900000.5	299999	ER+ High	DCIS
chr17	0.417910447761194	>2	27925000.5	249999	ER+ High	DCIS
chr22	0.0298507462686567	>2	27525000.5	1149999	ER+ High	DCIS
chr15	0.0298507462686567	>2	27550000.5	1099999	ER+ High	DCIS
chr6	0.104477611940299	>2	27650000.5	899999	ER+ High	DCIS
chr18	0.0597014925373134	>2	27350000.5	1599999	ER+ High	DCIS
chr16	0.388059701492537	>2	27675000.5	949999	ER+ High	DCIS
chr11	0.0895522388059701	>2	28050000.5	199999	ER+ High	DCIS
chr14	0.0597014925373134	>2	28050000.5	199999	ER+ High	DCIS
chr13	0.0447761194029851	>2	27850000.5	799999	ER+ High	DCIS
chr19	0.164179104477612	>2	28075000.5	349999	ER+ High	DCIS
chr16	0.373134328358209	>2	28200000.5	99999	ER+ High	DCIS
chr1	0.119402985074627	>2	28150000.5	299999	ER+ High	DCIS
chr12	0.134328358208955	>2	28150000.5	299999	ER+ High	DCIS
chr17	0.417910447761194	>2	28175000.5	249999	ER+ High	DCIS
chr16	0.373134328358209	>2	28275000.5	49999	ER+ High	DCIS
chr3	0.0447761194029851	>2	23725000.5	9249999	ER+ High	DCIS
chr22	0.0447761194029851	>2	28225000.5	249999	ER+ High	DCIS
chr13	0.0447761194029851	>2	28300000.5	99999	ER+ High	DCIS
chr17	0.402985074626866	>2	28325000.5	49999	ER+ High	DCIS
chr10	0.164179104477612	>2	27875000.5	1049999	ER+ High	DCIS
chr4	0.104477611940299	>2	28125000.5	549999	ER+ High	DCIS
chr6	0.0895522388059701	>2	28250000.5	299999	ER+ High	DCIS
chr14	0.0597014925373134	>2	28300000.5	299999	ER+ High	DCIS
chr12	0.134328358208955	>2	28375000.5	149999	ER+ High	DCIS
chr10	0.149253731343284	>2	28425000.5	49999	ER+ High	DCIS
chr14	0.0597014925373134	>2	28475000.5	49999	ER+ High	DCIS
chr17	0.388059701492537	>2	28475000.5	249999	ER+ High	DCIS
chr18	0.0597014925373134	>2	28400000.5	499999	ER+ High	DCIS
chr12	0.134328358208955	>2	28550000.5	199999	ER+ High	DCIS
chr17	0.388059701492537	>2	28675000.5	149999	ER+ High	DCIS
chr18	0.0597014925373134	>2	28700000.5	99999	ER+ High	DCIS
chr8	0.119402985074627	>2	28175000.5	1249999	ER+ High	DCIS
chr13	0.0597014925373134	>2	28575000.5	449999	ER+ High	DCIS
chr14	0.0597014925373134	>2	28650000.5	299999	ER+ High	DCIS
chr2	0.104477611940299	>2	28225000.5	1249999	ER+ High	DCIS
chr1	0.119402985074627	>2	28575000.5	549999	ER+ High	DCIS
chr12	0.134328358208955	>2	28750000.5	199999	ER+ High	DCIS
chr3	0.0447761194029851	>2	28625000.5	549999	ER+ High	DCIS
chr8	0.119402985074627	>2	28875000.5	149999	ER+ High	DCIS
chr5	0.223880597014925	>2	27750000.5	2499999	ER+ High	DCIS
chr19	0.17910447761194	>2	28625000.5	749999	ER+ High	DCIS
chr17	0.388059701492537	>2	28875000.5	249999	ER+ High	DCIS
chr12	0.134328358208955	>2	28925000.5	149999	ER+ High	DCIS
chr12	0.119402985074627	>2	29025000.5	49999	ER+ High	DCIS
chr9	0.0597014925373134	>2	28575000.5	1049999	ER+ High	DCIS
chr1	0.119402985074627	>2	28975000.5	249999	ER+ High	DCIS
chr17	0.402985074626866	>2	29100000.5	199999	ER+ High	DCIS
chr8	0.134328358208955	>2	29100000.5	299999	ER+ High	DCIS
chr19	0.17910447761194	>2	29125000.5	249999	ER+ High	DCIS
chr12	0.119402985074627	>2	29150000.5	199999	ER+ High	DCIS
chr17	0.417910447761194	>2	29225000.5	49999	ER+ High	DCIS
chr5	0.223880597014925	>2	29150000.5	299999	ER+ High	DCIS
chr1	0.119402985074627	>2	29200000.5	199999	ER+ High	DCIS
chr11	0.0895522388059701	>2	28750000.5	1199999	ER+ High	DCIS
chr20	0.223880597014925	>2	27875000.5	3049999	ER+ High	DCIS
chr15	0.0298507462686567	>2	28750000.5	1299999	ER+ High	DCIS
chr9	0.0447761194029851	>2	29275000.5	349999	ER+ High	DCIS
chr17	0.417910447761194	>2	29350000.5	199999	ER+ High	DCIS
chr20	0.328358208955224	>2	29425000.5	49999	ER+ High	DCIS
chr21	0.134328358208955	>2	28775000.5	1449999	ER+ High	DCIS
chr19	0.194029850746269	>2	29375000.5	249999	ER+ High	DCIS
chr11	0.104477611940299	>2	29425000.5	149999	ER+ High	DCIS
chr17	0.417910447761194	>2	29475000.5	49999	ER+ High	DCIS
chr17	0.417910447761194	>2	29525000.5	49999	ER+ High	DCIS
chr7	0.164179104477612	>2	27700000.5	3799999	ER+ High	DCIS
chr6	0.0895522388059701	>2	29000000.5	1199999	ER+ High	DCIS
chr1	0.104477611940299	>2	29450000.5	299999	ER+ High	DCIS
chr19	0.208955223880597	>2	29550000.5	99999	ER+ High	DCIS
chr9	0.0447761194029851	>2	29550000.5	199999	ER+ High	DCIS
chr17	0.402985074626866	>2	29600000.5	99999	ER+ High	DCIS
chr20	0.328358208955224	>2	29575000.5	249999	ER+ High	DCIS
chr6	0.0895522388059701	>2	29650000.5	99999	ER+ High	DCIS
chr16	0.373134328358209	>2	29025000.5	1449999	ER+ High	DCIS
chr3	0.0447761194029851	>2	29325000.5	849999	ER+ High	DCIS
chr12	0.134328358208955	>2	29500000.5	499999	ER+ High	DCIS
chr11	0.119402985074627	>2	29625000.5	249999	ER+ High	DCIS
chr20	0.343283582089552	>2	29725000.5	49999	ER+ High	DCIS
chr16	0.358208955223881	>2	29775000.5	49999	ER+ High	DCIS
chr10	0.134328358208955	>2	29150000.5	1399999	ER+ High	DCIS
chr16	0.373134328358209	>2	29900000.5	199999	ER+ High	DCIS
chr6	0.0895522388059701	>2	29875000.5	349999	ER+ High	DCIS
chr16	0.373134328358209	>2	30025000.5	49999	ER+ High	DCIS
chr13	0.0597014925373134	>2	29450000.5	1299999	ER+ High	DCIS
chr11	0.104477611940299	>2	29950000.5	399999	ER+ High	DCIS
chr13	0.0597014925373134	>2	30125000.5	49999	ER+ High	DCIS
chr8	0.119402985074627	>2	29725000.5	949999	ER+ High	DCIS
chr13	0.0597014925373134	>2	30175000.5	49999	ER+ High	DCIS
chr17	0.417910447761194	>2	29950000.5	599999	ER+ High	DCIS
chr11	0.104477611940299	>2	30225000.5	149999	ER+ High	DCIS
chr5	0.223880597014925	>2	29825000.5	1049999	ER+ High	DCIS
chr21	0.134328358208955	>2	29925000.5	849999	ER+ High	DCIS
chr14	0.0597014925373134	>2	29600000.5	1599999	ER+ High	DCIS
chr19	0.208955223880597	>2	30025000.5	849999	ER+ High	DCIS
chr21	0.134328358208955	>2	30400000.5	99999	ER+ High	DCIS
chr11	0.119402985074627	>2	30400000.5	199999	ER+ High	DCIS
chr19	0.194029850746269	>2	30475000.5	49999	ER+ High	DCIS
chr8	0.134328358208955	>2	30375000.5	349999	ER+ High	DCIS
chr21	0.134328358208955	>2	30500000.5	99999	ER+ High	DCIS
chr22	0.0597014925373134	>2	29475000.5	2249999	ER+ High	DCIS
chr1	0.104477611940299	>2	30100000.5	999999	ER+ High	DCIS
chr6	0.0895522388059701	>2	30325000.5	549999	ER+ High	DCIS
chr17	0.402985074626866	>2	30425000.5	349999	ER+ High	DCIS
chr4	0.104477611940299	>2	29525000.5	2249999	ER+ High	DCIS
chr7	0.164179104477612	>2	30125000.5	1049999	ER+ High	DCIS
chr13	0.0597014925373134	>2	30425000.5	449999	ER+ High	DCIS
chr21	0.149253731343284	>2	30600000.5	99999	ER+ High	DCIS
chr8	0.149253731343284	>2	30600000.5	99999	ER+ High	DCIS
chr11	0.119402985074627	>2	30600000.5	199999	ER+ High	DCIS
chr8	0.164179104477612	>2	30675000.5	49999	ER+ High	DCIS
chr3	0.0447761194029851	>2	30250000.5	999999	ER+ High	DCIS
chr5	0.223880597014925	>2	30550000.5	399999	ER+ High	DCIS
chr1	0.119402985074627	>2	30675000.5	149999	ER+ High	DCIS
chr8	0.164179104477612	>2	30725000.5	49999	ER+ High	DCIS
chr14	0.0746268656716418	>2	30600000.5	399999	ER+ High	DCIS
chr17	0.388059701492537	>2	30700000.5	199999	ER+ High	DCIS
chr7	0.164179104477612	>2	30750000.5	199999	ER+ High	DCIS
chr17	0.388059701492537	>2	30825000.5	49999	ER+ High	DCIS
chr16	0.373134328358209	>2	30525000.5	949999	ER+ High	DCIS
chr11	0.104477611940299	>2	30850000.5	299999	ER+ High	DCIS
chr17	0.388059701492537	>2	30925000.5	149999	ER+ High	DCIS
chr21	0.149253731343284	>2	30850000.5	399999	ER+ High	DCIS
chr17	0.373134328358209	>2	31025000.5	49999	ER+ High	DCIS
chr18	0.0597014925373134	>2	29925000.5	2349999	ER+ High	DCIS
chr7	0.164179104477612	>2	30975000.5	249999	ER+ High	DCIS
chr8	0.194029850746269	>2	30950000.5	399999	ER+ High	DCIS
chr14	0.0746268656716418	>2	30975000.5	349999	ER+ High	DCIS
chr16	0.358208955223881	>2	31075000.5	149999	ER+ High	DCIS
chr1	0.134328358208955	>2	30975000.5	449999	ER+ High	DCIS
chr5	0.223880597014925	>2	30975000.5	449999	ER+ High	DCIS
chr17	0.373134328358209	>2	31125000.5	149999	ER+ High	DCIS
chr20	0.328358208955224	>2	30500000.5	1499999	ER+ High	DCIS
chr13	0.0447761194029851	>2	30950000.5	599999	ER+ High	DCIS
chr12	0.134328358208955	>2	30525000.5	1549999	ER+ High	DCIS
chr8	0.194029850746269	>2	31225000.5	149999	ER+ High	DCIS
chr17	0.373134328358209	>2	31250000.5	99999	ER+ High	DCIS
chr9	0.0447761194029851	>2	30500000.5	1699999	ER+ High	DCIS
chr22	0.0447761194029851	>2	30975000.5	749999	ER+ High	DCIS
chr11	0.104477611940299	>2	31175000.5	349999	ER+ High	DCIS
chr1	0.119402985074627	>2	31275000.5	149999	ER+ High	DCIS
chr6	0.0895522388059701	>2	31000000.5	799999	ER+ High	DCIS
chr20	0.328358208955224	>2	31325000.5	149999	ER+ High	DCIS
chr17	0.373134328358209	>2	31350000.5	99999	ER+ High	DCIS
chr19	0.17910447761194	>2	30975000.5	949999	ER+ High	DCIS
chr17	0.358208955223881	>2	31425000.5	49999	ER+ High	DCIS
chr20	0.328358208955224	>2	31425000.5	49999	ER+ High	DCIS
chr16	0.358208955223881	>2	31325000.5	349999	ER+ High	DCIS
chr8	0.194029850746269	>2	31400000.5	199999	ER+ High	DCIS
chr1	0.119402985074627	>2	31450000.5	199999	ER+ High	DCIS
chr20	0.328358208955224	>2	31500000.5	99999	ER+ High	DCIS
chr20	0.328358208955224	>2	31575000.5	49999	ER+ High	DCIS
chr14	0.0746268656716418	>2	31400000.5	499999	ER+ High	DCIS
chr13	0.0447761194029851	>2	31450000.5	399999	ER+ High	DCIS
chr8	0.194029850746269	>2	31575000.5	149999	ER+ High	DCIS
chr20	0.328358208955224	>2	31625000.5	49999	ER+ High	DCIS
chr4	0.0895522388059701	>2	31175000.5	1049999	ER+ High	DCIS
chr12	0.134328358208955	>2	31525000.5	449999	ER+ High	DCIS
chr8	0.194029850746269	>2	31700000.5	99999	ER+ High	DCIS
chr21	0.134328358208955	>2	31425000.5	749999	ER+ High	DCIS
chr10	0.134328358208955	>2	30850000.5	1999999	ER+ High	DCIS
chr12	0.134328358208955	>2	31800000.5	99999	ER+ High	DCIS
chr21	0.134328358208955	>2	31850000.5	99999	ER+ High	DCIS
chr16	0.358208955223881	>2	31725000.5	449999	ER+ High	DCIS
chr13	0.0298507462686567	>2	31800000.5	299999	ER+ High	DCIS
chr20	0.313432835820896	>2	31800000.5	299999	ER+ High	DCIS
chr15	0.0298507462686567	>2	30700000.5	2599999	ER+ High	DCIS
chr19	0.17910447761194	>2	31725000.5	549999	ER+ High	DCIS
chr8	0.194029850746269	>2	31875000.5	249999	ER+ High	DCIS
chr5	0.223880597014925	>2	31625000.5	849999	ER+ High	DCIS
chr11	0.0895522388059701	>2	31700000.5	699999	ER+ High	DCIS
chr6	0.0895522388059701	>2	31750000.5	699999	ER+ High	DCIS
